months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,_c39,claim_to_premium_ratio,policy_csl_limit
233,41,2,2000,1615.14,0,0,0,12,2,2,67100,0,3,1,1,4,1,6,6,1,0,0,1,0,3740,680,680,2380,3,25,2011,0,,2.314155951835856,500
122,33,0,500,1236.5,0,1,6,7,3,0,0,-48700,1,1,3,4,1,2,1,1,0,0,1,0,5060,460,920,3680,9,35,2003,0,,4.088888888888889,250
335,48,0,2000,1017.97,0,0,4,6,5,5,59900,-34800,0,0,2,3,6,1,21,3,0,0,0,1,35860,3260,6520,26080,2,37,2005,1,,35.1924001687979,500
257,40,1,2000,1306.0,0,1,0,6,6,0,46100,-46900,0,0,0,0,1,1,3,3,1,2,1,0,50050,7700,3850,38500,5,16,2008,1,,38.2938026013772,100
85,27,0,2000,1174.14,0,1,1,8,7,4,50400,-61500,0,1,1,1,1,3,14,4,1,0,0,0,59070,10740,5370,42960,12,9,2012,0,,50.26635124325612,500
133,30,1,1000,1231.01,0,1,1,0,2,0,0,-31700,0,0,1,1,4,5,19,3,0,1,2,0,28440,3160,3160,22120,4,27,2007,0,,23.08422821243334,500
119,34,0,500,1299.18,0,0,1,12,10,5,57100,0,2,0,0,1,2,6,7,1,1,2,1,1,45540,8280,8280,28980,6,10,1998,1,,35.02591948807088,250
169,34,1,500,1469.75,0,0,3,11,15,1,0,-57600,2,1,1,1,5,0,0,1,0,0,0,1,38700,7740,3870,27090,13,28,2012,0,,26.31310555838858,100
225,39,2,500,1390.72,0,1,5,12,13,2,83900,-52100,1,1,3,4,4,4,6,1,1,2,1,1,5830,1060,530,4240,9,29,2011,0,,4.189061018020866,250
84,32,0,500,1694.09,7000000,0,0,9,6,0,0,0,2,1,2,2,1,3,0,1,1,0,2,0,57240,4770,9540,42930,2,38,1995,1,,33.768118506981935,500
169,39,2,2000,1140.15,0,1,2,1,8,0,0,-36800,0,1,2,3,5,5,9,3,1,0,3,0,46200,4200,8400,33600,11,21,2015,0,,40.48547517854795,100
124,32,1,1000,1310.71,0,0,5,4,11,5,29300,0,2,2,2,0,1,1,23,1,1,0,1,0,57700,5770,5770,46160,12,9,2003,0,,43.98838157824519,100
320,48,0,2000,1730.49,7000000,1,1,13,10,1,46300,-41700,0,0,1,1,6,4,13,3,0,2,0,0,56160,4680,9360,42120,10,3,1995,0,,32.43449283565022,250
297,47,1,500,1616.65,7000000,1,4,0,12,4,0,-59500,0,2,2,1,6,1,0,3,0,0,3,1,44400,5550,5550,33300,7,17,1999,0,,27.44722282323123,250
421,56,1,500,1935.85,4000000,1,5,6,15,3,49500,-81100,2,1,0,0,1,2,7,1,0,2,3,0,92730,16860,8430,67440,8,12,2004,1,,47.876707024292024,100
136,33,2,1000,855.14,0,0,6,2,13,1,37900,0,2,2,1,1,0,4,23,1,1,0,1,1,30700,3070,6140,21490,12,11,2015,0,,35.8586212535333,250
46,24,2,2000,1568.47,4000000,0,2,1,19,4,46800,0,2,2,0,1,1,4,7,1,0,2,0,0,56600,11320,5660,39620,12,9,1999,0,,36.063129591518155,250
34,24,1,2000,1550.53,0,0,4,1,7,3,0,-27700,1,1,3,4,5,2,20,1,1,0,1,0,3960,660,660,2640,1,4,1998,0,,2.5523193235064743,500
95,30,0,2000,1370.92,0,1,1,13,18,4,48900,0,2,1,1,3,4,0,22,1,1,0,3,0,34800,3480,6960,24360,0,23,1999,0,,25.36591054872004,250
140,36,1,500,1363.59,0,0,3,1,11,1,43200,0,0,1,1,2,1,5,10,3,0,2,0,1,79500,7950,7950,63600,3,34,2000,0,,58.25925735935336,250
200,34,1,1000,828.42,3000000,0,1,9,1,2,0,0,2,0,2,3,1,0,10,1,0,2,2,0,56000,5600,5600,44800,3,25,2009,0,,67.51706011429674,250
123,29,1,500,1209.63,0,0,5,6,5,1,64800,-44200,2,1,1,0,0,0,17,1,1,1,0,1,73260,16280,0,56980,13,20,2014,1,,60.5139472836457,250
267,46,2,2000,1111.17,0,1,4,2,0,4,35000,0,1,1,3,4,6,0,3,1,1,2,3,1,4950,900,450,3600,12,9,1995,0,,4.45075842721886,250
290,42,1,500,989.97,0,1,5,6,11,3,32500,0,2,1,1,0,6,2,10,1,0,0,1,0,48000,4800,9600,33600,10,3,2013,0,,48.437389628343944,500
45,37,1,1000,1114.23,0,1,1,9,7,5,0,0,2,2,0,1,4,0,1,1,1,0,1,1,52200,10440,5220,36540,9,29,2005,0,,46.806488347695094,250
186,38,1,2000,1347.31,0,0,3,10,7,4,80900,-111100,0,1,1,0,1,6,1,3,0,2,3,0,73800,12300,12300,49200,1,4,1995,0,,54.73518701188896,250
135,34,0,2000,1687.53,0,0,3,10,0,2,0,-69600,2,2,2,1,0,3,7,1,0,1,2,0,78200,15640,7820,54740,1,4,2009,0,,46.31247297945551,250
110,33,1,1000,1183.48,0,1,0,7,3,0,0,0,2,1,0,0,5,3,19,1,0,2,3,0,55200,13800,9200,32200,10,2,2015,1,,46.602728623531,250
259,43,0,2000,1537.13,0,0,6,5,11,3,0,-58300,0,2,2,2,1,3,3,3,0,0,2,1,57060,6340,6340,44380,5,16,2012,0,,37.09699440229369,500
114,30,2,1000,1173.25,0,0,5,10,7,0,0,-34700,3,1,1,4,6,0,3,1,0,0,3,1,4680,520,520,3640,3,25,2013,0,,3.9855226740472642,250
404,56,1,1000,1361.16,4000000,0,5,13,6,1,0,-63700,2,0,1,0,5,2,23,1,0,2,0,1,53100,5310,5310,42480,0,23,2005,1,,38.98220473365831,250
282,48,2,2000,1422.56,7000000,0,4,9,18,0,26900,-55300,3,1,1,4,6,6,7,1,0,1,2,0,3520,640,320,2560,0,23,2013,0,,2.472674140886229,500
57,25,0,2000,1143.06,0,0,5,12,7,3,63100,-54100,0,0,2,0,5,5,0,3,0,0,1,1,72900,14580,14580,43740,9,26,2010,0,,63.720434242959286,500
215,38,1,500,1405.71,0,0,6,2,4,4,0,0,2,1,2,3,4,0,10,1,0,0,1,0,70700,7070,14140,49490,13,28,2008,0,,50.259115240525766,250
140,30,0,500,1354.2,0,0,1,0,3,5,100500,0,0,2,1,2,4,1,4,4,0,0,0,0,60170,5470,10940,43760,9,29,2006,0,,44.399350649350644,100
250,42,1,500,1055.6,0,1,2,3,13,0,69500,-40700,2,1,0,2,4,1,16,1,0,1,1,0,74800,13600,6800,54400,5,16,2009,1,,70.79310997539278,100
286,41,0,1000,999.43,0,1,1,9,13,5,25800,0,3,1,3,3,6,3,3,1,1,2,0,0,4100,820,410,2870,3,25,2009,0,,4.098237757764162,250
356,47,1,2000,1155.97,0,1,2,9,4,0,0,0,2,2,1,2,4,1,5,1,1,0,3,0,61490,5590,11180,44720,4,30,2009,0,,53.14744548259678,250
65,29,0,1000,1726.91,0,1,2,7,1,3,0,0,3,1,3,4,5,2,14,1,0,0,0,0,7200,720,1440,5040,1,5,1999,0,,4.166883691858951,250
187,34,1,500,1232.57,0,0,6,6,14,1,59500,0,0,2,1,1,1,0,7,3,0,0,0,0,45100,8200,4100,32800,9,29,2011,0,,36.560551894096,500
386,53,2,500,1078.65,0,1,3,2,4,1,36800,0,2,0,1,3,6,3,16,1,0,2,3,1,66660,12120,6060,48480,6,10,2006,0,,61.74223127865511,250
197,41,2,1000,1324.78,0,0,6,9,1,1,0,-64500,2,0,0,3,0,4,6,1,0,2,2,1,76400,15280,7640,53480,13,20,1997,1,,57.62645386112327,500
166,37,1,500,1518.54,0,0,4,2,11,1,0,0,2,1,2,0,3,5,10,1,1,1,1,0,58300,10600,10600,37100,5,14,2001,0,,38.3668741856088,250
293,49,0,2000,1239.06,0,0,3,13,16,0,34900,0,2,0,2,3,4,5,19,1,0,1,1,0,57310,5210,10420,41680,13,28,2002,0,,46.21550570133704,100
179,32,2,2000,1246.68,0,0,6,8,12,3,0,0,2,0,1,1,1,0,10,1,0,0,1,0,53100,5900,5900,41300,11,19,2006,0,,42.5589894844832,500
76,24,2,1000,1622.67,0,0,4,8,13,0,0,0,0,2,2,0,6,5,6,3,0,1,1,0,74700,14940,7470,52290,11,15,1997,0,,46.006885635627924,250
105,28,2,500,1082.36,0,0,0,9,9,3,0,0,0,1,0,1,4,5,12,3,0,2,2,0,60500,12100,6050,42350,1,5,1995,0,,55.844779205434946,250
97,26,2,1000,1270.55,0,1,5,10,5,4,0,-72100,0,2,2,2,0,5,10,3,1,2,3,0,84920,7720,15440,61760,7,36,2006,1,,66.78463292831584,250
148,36,0,1000,1236.32,5000000,0,4,0,10,3,55100,0,2,2,2,3,3,4,0,1,0,2,0,0,61050,5550,11100,44400,4,27,2009,0,,49.34051013480749,500
77,26,0,2000,785.82,0,1,3,3,12,2,49700,0,0,1,0,3,1,2,12,3,1,2,0,0,69080,12560,6280,50240,1,5,2009,1,,87.79644645535191,250
295,46,1,500,1265.84,0,0,3,9,13,3,52200,-44500,3,1,1,4,5,0,10,1,1,1,3,1,4560,760,380,3420,9,29,2007,0,,3.5995074358245716,250
126,28,1,500,1508.9,0,0,3,6,16,2,0,0,0,1,2,3,6,3,3,4,0,0,1,0,67800,11300,11300,45200,5,14,2011,0,,44.90363600238426,250
132,32,2,2000,1106.84,0,1,6,7,15,5,43100,-31900,3,1,1,3,4,5,21,1,1,1,1,1,5600,1120,560,3920,11,21,2005,0,,5.054881571346043,250
370,55,1,2000,1389.13,7000000,1,3,7,1,5,0,-53200,3,1,1,4,0,4,6,1,0,0,2,0,9000,900,1800,6300,8,24,2015,0,,6.474214641796091,500
257,43,1,1000,974.84,0,0,3,13,11,2,52100,0,2,1,2,3,5,3,0,1,0,0,1,1,85320,21330,7110,56880,9,29,2006,0,,87.43236596163305,100
9,24,0,2000,1304.46,0,0,6,6,9,2,51700,-33300,3,1,3,4,0,0,6,1,0,0,3,1,5940,540,1080,4320,1,5,2001,1,,4.550120264121459,100
185,34,2,500,1257.36,0,0,6,1,12,0,0,0,0,2,0,1,4,0,20,3,1,1,1,0,51370,9340,4670,37360,2,22,2000,1,,40.82297593693379,250
234,43,2,500,1257.04,0,1,0,10,15,3,0,-48800,2,1,0,3,4,4,4,1,0,2,2,1,51600,10320,5160,36120,4,27,2011,0,,41.016183905122254,250
253,44,2,2000,719.52,0,0,2,4,9,3,45800,0,1,1,3,4,4,0,9,1,0,0,3,0,5400,600,600,4200,3,25,1998,0,,7.494587242547049,100
233,39,2,2000,1524.18,0,1,3,2,15,4,0,0,0,1,1,1,4,4,20,3,0,1,0,1,48870,5430,5430,38010,10,3,1999,0,,32.04211961866796,500
274,44,1,500,1395.58,0,0,3,12,15,0,0,0,3,1,1,3,6,6,7,1,0,2,1,0,5590,860,860,3870,2,37,2000,0,,4.0026350083776085,500
297,48,0,1000,1243.68,0,1,5,10,4,5,0,-71400,0,0,0,2,1,6,18,3,0,0,2,0,54960,6870,0,48090,12,11,2002,1,,44.1559276279847,500
273,47,2,1000,1189.04,0,0,0,9,18,3,59600,0,0,2,1,3,5,4,0,3,0,1,3,0,39800,7960,3980,27860,7,36,2014,0,,33.44425397465631,500
147,37,1,2000,1375.29,0,0,5,1,5,3,0,0,0,2,0,0,4,1,11,3,0,0,1,0,56160,6240,6240,43680,5,16,2015,1,,40.80535352287672,500
285,42,1,500,1389.13,0,1,0,8,9,1,63100,-79400,2,2,2,1,5,2,13,1,0,0,3,0,52700,5270,10540,36890,12,11,2005,0,,37.91012351362822,100
289,43,2,1000,1387.51,0,0,0,11,0,1,0,0,0,2,1,1,1,5,19,3,1,1,3,0,68580,7620,7620,53340,7,36,2010,0,,49.391073884955816,500
427,60,1,1000,1178.61,7000000,1,4,2,2,3,0,-54400,2,2,0,0,1,6,23,1,1,1,2,1,90860,12980,19470,58410,13,20,2004,1,,77.02545756648385,100
380,53,0,2000,1166.62,6000000,1,0,8,3,5,0,0,1,1,3,3,0,3,23,1,0,0,3,0,5700,570,570,4560,10,2,2001,0,,4.881725218821193,250
13,21,1,1000,1556.31,0,1,0,9,9,1,0,-75000,0,2,2,3,1,2,19,3,1,2,0,1,94930,8630,8630,77670,0,31,2014,0,,60.957677019989596,100
282,43,2,500,1452.27,0,1,4,4,18,1,75800,0,2,2,0,0,4,3,19,1,0,1,2,0,46800,4680,9360,32760,1,5,2007,1,,32.20323821450935,250
312,47,2,1000,1212.07,0,0,4,3,14,5,66900,-51800,0,2,2,1,1,3,17,3,0,2,3,0,56320,7040,7040,42240,8,24,2000,0,,46.42765875011335,500
266,46,2,2000,1578.54,0,1,0,5,5,0,0,-41400,2,0,1,1,6,2,18,1,0,1,3,1,83490,7590,15180,60720,9,29,1996,0,,52.85716094559176,100
30,36,1,500,1488.26,0,0,1,6,9,5,0,-63500,0,2,2,3,6,4,17,3,0,2,2,0,57900,5790,5790,46320,10,3,2008,0,,38.878369122920105,500
198,36,1,1000,1096.39,0,1,2,1,11,3,0,0,0,1,2,1,4,6,11,3,0,1,3,1,49410,5490,5490,38430,1,4,2015,0,,45.025013896609224,250
290,45,2,2000,1215.36,0,1,0,12,15,3,54400,0,0,2,1,1,6,3,22,3,0,0,1,0,66200,6620,6620,52960,11,19,2012,0,,54.424676904863695,500
260,46,2,2000,1482.57,0,1,4,8,15,0,35000,0,2,0,1,1,1,1,7,1,0,0,1,0,64080,10680,10680,42720,12,9,2005,0,,43.1931085152706,100
233,43,2,1000,954.18,0,0,1,12,7,2,0,0,0,2,1,2,4,4,17,3,0,2,3,1,42500,8500,4250,29750,9,29,2000,0,,44.49423145375741,250
130,30,0,2000,1193.4,0,1,6,3,3,3,0,-40800,0,2,2,2,4,1,16,3,0,2,3,0,48950,8900,4450,35600,11,21,2005,0,,40.982920294708634,500
230,42,1,1000,1023.11,0,0,4,0,9,3,0,-45300,0,1,1,2,1,3,13,3,0,1,2,1,58850,10700,10700,37450,0,23,1999,0,,57.46453017742234,100
212,40,0,1000,1524.45,0,0,5,7,9,0,73200,0,0,2,1,2,1,4,17,3,1,0,2,1,82400,8240,8240,65920,9,29,2006,0,,54.0168474876266,500
299,44,2,1000,1653.32,0,0,1,7,3,2,0,-48800,2,1,1,0,6,6,3,1,1,2,0,0,54240,6780,6780,40680,11,19,2009,0,,32.786885245901644,500
91,26,0,1000,1022.46,0,0,0,1,18,2,52700,0,0,0,1,2,4,0,15,3,0,0,2,0,74200,7420,7420,59360,7,36,1996,0,,72.49916948390752,250
398,53,0,2000,1396.43,0,0,0,8,0,4,21500,0,2,0,2,1,6,2,16,1,1,2,1,0,47430,5270,5270,36890,12,9,2000,0,,33.94087718168352,100
218,43,0,500,1521.55,0,0,0,8,14,2,61100,-64500,2,1,0,1,4,2,18,1,0,1,3,1,68200,13640,6820,47740,4,30,2003,1,,44.79327444090506,250
152,33,1,1000,1034.27,0,0,3,1,8,0,0,0,2,0,1,1,1,2,18,1,0,1,0,0,63900,7100,7100,49700,0,33,2014,0,,61.72302877510215,100
212,39,2,1000,1255.35,0,0,3,10,16,1,60300,-58900,0,1,2,0,1,5,22,2,0,0,3,1,59300,11860,5930,41510,4,30,2008,0,,47.20022286783142,100
242,44,0,2000,1396.89,6000000,0,1,8,5,2,0,-61600,0,0,1,2,4,6,15,3,0,1,2,1,66900,6690,13380,46830,11,15,1999,1,,47.8578428917869,500
80,27,2,500,795.31,0,1,3,4,16,0,0,-51000,0,1,0,3,2,0,16,3,1,1,3,0,40810,3710,7420,29680,5,14,2000,1,,51.24888548429632,500
260,43,1,500,982.22,0,0,3,3,16,1,54500,-72100,2,0,2,1,1,5,18,1,0,1,0,0,75400,15080,7540,52780,6,8,2011,0,,76.68680458086695,100
133,34,1,500,1074.07,0,0,3,9,3,0,70900,-61100,1,1,1,4,6,3,8,1,0,2,0,1,4200,420,840,2940,7,36,2013,0,,3.906722352963063,500
290,45,2,1000,1311.3,0,0,0,6,5,5,38500,0,0,2,0,0,1,2,23,3,1,0,0,1,52650,5850,5850,40950,5,14,2001,1,,40.12039929894079,100
322,49,0,2000,1277.12,0,0,6,1,11,3,0,-46000,2,1,0,0,6,2,18,1,0,0,2,1,42240,7680,7680,26880,3,25,2007,0,,33.04854004318844,250
228,39,1,500,1388.62,0,0,3,11,15,0,35200,0,2,2,1,2,0,5,10,1,1,1,0,1,59490,6610,6610,46270,8,24,1995,0,,42.8102646766742,500
195,37,0,1000,1406.52,8000000,1,4,12,0,4,0,0,2,2,0,0,4,0,12,1,0,0,2,0,44200,4420,4420,35360,7,36,2002,1,,31.40275093781971,100
247,39,1,500,1558.29,0,0,5,10,15,4,0,-49300,3,1,3,3,6,6,5,1,1,1,2,0,7700,770,1540,5390,10,2,2000,0,,4.938144924933784,100
405,57,1,1000,1132.47,4000000,1,4,8,8,2,46300,0,0,0,2,2,1,3,21,3,0,2,3,0,61440,10240,10240,40960,10,2,2008,0,,54.20522819307084,500
144,37,2,2000,1896.91,0,0,6,5,17,1,73700,0,0,1,0,1,4,1,17,3,1,1,3,0,54400,5440,10880,38080,3,32,2015,1,,28.66310836657165,250
338,47,0,500,1143.46,4000000,1,4,8,14,2,0,0,2,0,2,2,0,0,4,1,1,2,1,0,58560,9760,9760,39040,8,12,2002,0,,51.16823654824109,500
121,34,1,500,1285.42,0,1,4,8,18,5,0,0,2,0,0,1,5,4,11,1,0,1,1,0,67300,6730,6730,53840,4,30,2000,1,,52.31572892212496,500
398,55,2,2000,1305.26,0,1,4,4,16,5,66200,-49700,2,1,0,1,5,2,18,1,0,1,3,1,36740,3340,6680,26720,2,37,1998,1,,28.12610047004425,250
9,30,0,1000,1073.83,0,0,2,6,7,1,0,0,2,1,2,3,1,4,12,1,0,0,0,0,85690,15580,15580,54530,2,0,2011,0,,79.72423546049143,100
115,31,2,1000,1051.67,0,0,0,3,3,1,0,0,0,2,0,0,6,5,18,3,1,0,3,0,34160,0,4270,29890,1,5,2005,1,,32.450815545232594,500
280,48,0,1000,1387.35,0,1,3,13,13,1,0,-72000,2,0,1,1,6,2,16,1,0,2,2,0,61320,10220,10220,40880,2,22,1998,0,,44.16753700435769,250
254,45,0,500,1083.64,0,1,3,7,13,0,59800,0,0,1,2,3,0,1,19,3,1,0,0,0,79680,13280,13280,53120,2,0,2004,0,,73.46216256084968,250
141,30,0,1000,1851.78,0,0,2,2,8,2,78800,0,2,0,2,1,4,5,13,1,0,1,0,1,61740,6860,6860,48020,1,4,2002,0,,33.3228985632401,250
441,55,1,500,1270.29,4000000,1,1,1,8,0,24000,-50500,1,1,1,4,5,0,4,1,0,0,0,0,6400,640,640,5120,6,10,2002,0,,5.034256542566999,250
381,55,2,500,1459.99,0,0,4,7,5,5,35900,0,2,1,0,1,4,4,8,1,1,1,2,1,60600,12120,6060,42420,0,33,2011,0,,41.47872333143964,500
191,38,0,2000,1253.44,0,0,5,2,17,1,0,0,0,2,0,0,5,2,19,3,0,2,0,0,56320,10240,5120,40960,13,20,2007,0,,44.896527534198526,100
145,34,1,1000,1142.48,0,0,3,8,17,2,0,0,2,2,2,0,0,3,18,1,1,2,0,0,52250,9500,4750,38000,11,21,2012,0,,45.69384685346486,100
479,60,0,1000,1188.45,0,0,4,3,4,2,0,-44800,0,1,2,2,4,0,9,2,0,0,3,0,53900,5390,10780,37730,10,3,2006,0,,45.31506158308462,500
215,35,0,1000,1125.4,0,1,5,0,19,0,40000,-43400,3,1,3,4,6,1,6,1,0,2,1,0,2640,220,440,1980,7,36,2001,0,,2.34375,500
41,33,2,500,1294.41,0,1,2,13,17,0,0,0,3,1,1,4,0,0,8,1,1,0,0,0,8970,1380,1380,6210,4,27,2011,0,,6.924448630163423,250
45,31,1,500,1459.5,0,1,4,8,12,1,0,0,1,1,1,4,1,6,6,1,0,1,3,0,6000,1000,1000,4000,11,19,2000,0,,4.108182129407737,100
156,38,0,500,1367.99,0,1,2,1,2,3,26500,0,0,0,0,1,6,3,23,3,0,0,3,0,55200,11040,5520,38640,10,1,1998,1,,40.32169701750926,100
246,45,1,500,1594.37,0,1,0,3,2,3,0,0,1,1,3,4,4,5,13,1,0,0,3,1,7260,660,1320,5280,10,1,2008,0,,4.5506684969630875,250
178,39,0,500,1035.99,0,0,3,3,17,3,0,0,0,0,1,3,1,6,3,3,0,2,0,0,64680,11760,11760,41160,7,36,2010,0,,62.37282905331777,100
237,43,2,500,911.53,0,0,6,11,1,0,53200,0,2,1,0,3,6,4,23,1,0,0,1,0,59200,0,11840,47360,3,25,1998,0,,64.87457946588057,250
127,34,2,500,1319.97,0,0,0,2,13,3,73700,0,3,1,1,4,0,0,8,1,1,1,3,0,4700,470,940,3290,10,1,1998,0,,3.557991475960847,500
1,33,2,2000,1391.63,0,1,0,11,18,0,61200,0,2,2,2,2,1,1,23,1,1,0,3,0,69400,6940,6940,55520,8,7,2000,0,,49.83376776315317,250
5,21,1,500,915.41,5000000,0,2,3,17,3,0,0,2,2,2,3,1,4,23,1,1,0,0,0,40500,4050,4050,32400,9,29,1998,0,,44.194192555733785,250
64,28,0,1000,1468.82,0,1,3,5,16,2,56800,-51800,0,2,1,1,4,5,9,3,0,2,1,0,60000,5000,10000,45000,6,6,1997,0,,40.82132506021146,500
142,30,1,500,1412.76,0,1,6,1,1,5,66400,-63700,2,2,1,2,6,5,22,1,1,2,3,0,67320,11220,11220,44880,13,20,1996,0,,47.61770031688547,500
97,27,2,500,1588.26,0,0,2,12,12,0,56700,-49300,0,2,2,2,5,5,22,3,1,2,1,1,75690,8410,8410,58870,10,3,2014,0,,47.625939116318285,500
121,31,1,1000,1140.91,0,1,0,0,13,2,51300,0,0,2,0,1,5,3,15,3,0,1,2,0,64300,6430,6430,51440,3,32,2002,1,,56.30916622150607,100
225,43,2,1000,1517.54,0,1,3,8,4,3,0,-20900,0,1,0,3,4,1,16,3,0,2,0,1,64400,6440,6440,51520,2,37,2011,0,,42.409156163156716,100
425,53,2,2000,912.29,0,0,2,8,13,0,42900,-39100,0,0,1,1,6,3,17,3,0,1,2,0,97080,16180,16180,64720,10,1,2005,0,,106.29701409190947,250
285,44,2,2000,1144.3,0,1,4,8,0,1,52600,0,3,1,1,3,6,4,3,1,1,1,0,0,5500,500,500,4500,6,10,2010,0,,4.802235222212521,250
192,38,1,1000,1281.43,0,0,5,13,16,1,65100,-50300,0,1,2,2,4,3,10,3,0,0,2,0,30700,3070,6140,21490,7,36,2010,0,,23.938928440538664,500
285,48,0,2000,1101.85,0,0,1,11,7,5,46100,0,2,2,1,3,3,6,9,1,0,1,2,1,33480,3720,3720,26040,9,29,2012,0,,30.357709570657843,100
98,26,1,2000,1082.1,0,1,3,3,11,2,0,-30900,0,0,2,3,6,3,13,2,0,0,1,1,65430,14540,7270,43620,7,36,2001,0,,60.40993444741945,500
175,36,2,500,1185.44,0,1,5,3,11,1,44900,-52500,0,1,0,3,0,3,15,3,1,2,1,1,42680,3880,7760,31040,0,31,2006,1,,35.973163413236236,500
259,45,0,2000,1175.07,0,1,4,2,12,1,30100,0,2,2,1,1,6,6,23,1,0,1,1,0,87780,7980,7980,71820,6,8,2011,0,,74.63841438009642,500
140,36,2,2000,979.26,0,0,3,13,6,3,0,-67000,0,0,0,1,1,5,2,4,1,0,2,1,72800,14560,14560,43680,6,6,1998,0,,74.26601105829066,500
231,37,2,500,920.81,0,0,2,11,5,5,0,0,2,1,0,1,4,2,14,1,1,2,0,0,71190,0,7910,63280,8,7,1997,1,,77.22849611091223,250
186,38,2,500,922.85,0,1,2,0,9,0,70300,-70900,3,1,3,4,1,2,7,1,0,1,1,1,3600,400,400,2800,6,10,1999,0,,3.896736483195324,100
229,41,2,2000,1107.59,3000000,1,6,12,5,1,65400,0,2,2,0,2,1,1,23,1,0,1,3,0,62640,10440,10440,41760,8,7,2009,0,,56.50420804806105,250
180,36,0,500,1272.46,0,1,1,9,8,5,0,0,0,0,1,0,1,4,7,3,1,2,1,0,69630,12660,6330,50640,12,11,1998,0,,54.67780691973049,100
188,33,0,1000,1340.24,0,1,2,10,5,3,0,-68800,0,1,1,3,1,2,8,3,1,1,0,0,76010,13820,6910,55280,4,30,1995,1,,56.67143837046315,250
214,40,2,1000,1648.0,0,1,3,13,0,1,57700,-43500,2,1,2,2,6,4,17,1,0,1,0,1,44220,8040,4020,32160,0,23,2000,0,,26.81625227410552,100
178,38,0,500,1381.14,0,0,1,7,4,5,0,0,0,1,1,2,1,4,10,3,0,0,3,0,57200,5200,10400,41600,2,22,2011,0,,41.38509847048779,250
55,35,0,500,1198.44,8000000,1,4,8,14,5,0,0,3,1,1,3,6,1,9,1,0,0,3,0,3080,560,560,1960,9,35,1998,0,,2.5678650036683783,500
90,31,2,2000,951.27,0,0,6,7,10,1,42100,0,2,1,2,2,4,2,2,1,1,1,0,1,75790,13780,6890,55120,0,31,2007,0,,79.58877209194871,250
135,30,1,2000,1341.24,0,0,4,4,16,5,37100,-46500,0,1,1,0,6,5,18,3,0,0,1,0,32670,5940,2970,23760,6,6,2003,0,,24.33990940517344,500
277,46,0,2000,1177.57,0,0,0,0,18,0,0,-65500,3,1,1,3,5,0,4,1,0,2,3,0,3870,430,860,2580,7,36,2010,0,,3.2836403438064776,250
211,38,1,1000,1055.09,0,0,5,13,18,3,0,0,2,0,2,1,1,1,12,1,0,0,3,1,91520,8320,16640,66560,2,38,2005,1,,86.65928093249629,250
156,32,0,500,1479.48,0,1,5,9,3,4,0,0,2,0,0,2,1,4,15,1,1,1,3,1,74690,6790,13580,54320,4,30,2008,1,,50.44985410137253,250
84,30,1,2000,1827.38,0,1,0,8,14,2,0,-15900,3,1,3,3,5,6,9,1,1,1,3,0,4620,420,840,3360,1,5,1998,0,,2.52682702720441,500
136,32,1,500,1169.62,0,0,3,11,19,1,0,0,2,2,0,3,4,0,6,1,1,0,0,0,55000,10000,10000,35000,12,9,2008,1,,46.983649689907914,100
310,48,1,500,1516.34,0,0,3,0,17,4,11000,0,0,1,0,3,4,6,11,4,1,0,2,0,59400,13200,6600,39600,10,2,1996,1,,39.147455415398,100
123,34,2,2000,1270.21,0,0,1,11,17,0,16100,-61200,0,2,2,1,3,1,13,3,0,1,1,0,55260,6140,0,49120,9,35,2000,0,,43.4703943486914,500
243,44,0,500,809.11,0,1,3,2,14,2,33200,0,0,2,1,2,0,6,4,3,0,2,1,1,51400,5140,10280,35980,6,10,1996,0,,63.44817370480552,250
36,37,0,1000,1115.81,0,0,5,6,15,0,0,-59800,0,2,1,0,1,1,20,3,1,1,3,0,48780,5420,10840,32520,4,27,2008,0,,43.67797566282537,500
146,31,2,1000,1457.65,5000000,0,1,1,4,3,0,0,0,1,0,0,5,5,0,3,0,1,3,0,52380,5820,5820,40740,12,18,2010,0,,35.90991670380146,100
154,34,2,1000,1041.36,0,0,3,8,6,0,53100,-43900,0,2,2,2,6,2,18,4,0,2,3,1,74360,13520,13520,47320,12,18,2005,1,,71.33811734909246,100
204,40,2,1000,1693.83,7000000,1,2,10,14,2,44000,-20800,2,0,1,3,1,4,6,1,0,1,0,0,53400,5340,5340,42720,6,8,2003,0,,31.507584831517025,250
458,59,1,1000,1685.69,0,0,2,10,10,5,31400,0,2,0,2,3,5,2,23,1,0,2,2,1,71800,14360,14360,43080,7,17,1995,0,,42.568581067060336,100
147,31,1,500,1054.92,6000000,0,6,9,8,3,51900,0,2,0,0,2,1,4,4,1,0,0,0,0,68240,8530,0,59710,12,11,2013,1,,64.62610803848776,250
279,45,1,2000,1333.97,6000000,0,4,7,3,4,61100,-30700,0,1,0,2,4,0,21,3,0,1,0,0,61050,11100,11100,38850,4,30,2011,1,,45.731364749769654,250
